CustomerID,FirstName,LastName,Email,Gender,State,City,JoinDate,PrimeMember
380,First380,Last380,c380@mail.com,F,NY,New York,2023-06-25,No
381,First381,Last381,c381@mail.com,F,TX,Dallas,2026-05-05,No
382,First382,Last382,c382@mail.com,M,TX,Dallas,2024-02-18,No
383,First383,Last383,c383@mail.com,M,CA,Los Angeles,2023-01-06,Yes
384,First384,Last384,c384@mail.com,F,TX,Dallas,2025-07-08,No
385,First385,Last385,c385@mail.com,M,FL,Miami,2025-12-17,No
386,First386,Last386,c386@mail.com,F,NY,New York,2022-10-14,Yes
387,First387,Last387,c387@mail.com,F,CA,Los Angeles,2024-08-20,Yes
388,First388,Last388,c388@mail.com,M,WA,Seattle,2024-06-28,No
389,First389,Last389,c389@mail.com,M,NY,New York,2022-12-28,No
390,First390,Last390,c390@mail.com,M,WA,Seattle,2022-09-12,No
391,First391,Last391,c391@mail.com,F,CA,Los Angeles,2022-04-09,No
392,First392,Last392,c392@mail.com,F,FL,Miami,2024-02-11,No
393,First393,Last393,c393@mail.com,M,CA,Los Angeles,2023-09-23,Yes
394,First394,Last394,c394@mail.com,M,NY,New York,2025-01-07,Yes
395,First395,Last395,c395@mail.com,M,NY,New York,2023-11-14,No
396,First396,Last396,c396@mail.com,F,FL,Miami,2022-02-26,No
397,First397,Last397,c397@mail.com,M,TX,Dallas,2025-08-31,No
398,First398,Last398,c398@mail.com,M,WA,Seattle,2022-04-22,Yes
399,First399,Last399,c399@mail.com,F,CA,Los Angeles,2022-09-21,Yes
400,First400,Last400,c400@mail.com,F,NY,New York,2022-05-09,No
401,First401,Last401,c401@mail.com,M,NY,New York,2023-05-12,Yes
402,First402,Last402,c402@mail.com,F,NY,New York,2024-10-14,No
403,First403,Last403,c403@mail.com,F,WA,Seattle,2023-12-14,No
404,First404,Last404,c404@mail.com,M,FL,Miami,2025-06-10,No
405,First405,Last405,c405@mail.com,F,CA,Los Angeles,2022-05-10,No
406,First406,Last406,c406@mail.com,M,CA,Los Angeles,2026-05-20,Yes
407,First407,Last407,c407@mail.com,F,WA,Seattle,2023-03-21,No
408,First408,Last408,c408@mail.com,M,CA,Los Angeles,2022-12-05,No
409,First409,Last409,c409@mail.com,M,FL,Miami,2024-03-08,No
410,First410,Last410,c410@mail.com,F,WA,Seattle,2024-07-11,Yes
411,First411,Last411,c411@mail.com,F,WA,Seattle,2025-12-20,No
412,First412,Last412,c412@mail.com,F,FL,Miami,2024-10-06,No
413,First413,Last413,c413@mail.com,M,CA,Los Angeles,2026-05-05,Yes
414,First414,Last414,c414@mail.com,M,NY,New York,2023-05-06,Yes
415,First415,Last415,c415@mail.com,M,NY,New York,2023-03-07,No
416,First416,Last416,c416@mail.com,M,TX,Dallas,2024-03-07,Yes
417,First417,Last417,c417@mail.com,M,TX,Dallas,2023-01-03,Yes
418,First418,Last418,c418@mail.com,M,NY,New York,2025-01-11,Yes
419,First419,Last419,c419@mail.com,F,FL,Miami,2024-06-30,No
420,First420,Last420,c420@mail.com,M,FL,Miami,2025-03-01,Yes
421,First421,Last421,c421@mail.com,F,FL,Miami,2022-05-20,No
422,First422,Last422,c422@mail.com,F,WA,Seattle,2023-01-10,No
423,First423,Last423,c423@mail.com,M,WA,Seattle,2025-04-30,Yes
424,First424,Last424,c424@mail.com,F,FL,Miami,2024-12-31,Yes
425,First425,Last425,c425@mail.com,M,FL,Miami,2022-10-17,No
426,First426,Last426,c426@mail.com,M,WA,Seattle,2025-07-28,No
427,First427,Last427,c427@mail.com,M,CA,Los Angeles,2026-03-29,Yes
428,First428,Last428,c428@mail.com,M,WA,Seattle,2024-02-12,Yes
429,First429,Last429,c429@mail.com,F,CA,Los Angeles,2024-11-11,Yes
430,First430,Last430,c430@mail.com,M,CA,Los Angeles,2026-04-29,No
431,First431,Last431,c431@mail.com,M,NY,New York,2024-01-06,No
432,First432,Last432,c432@mail.com,F,TX,Dallas,2026-02-02,No
433,First433,Last433,c433@mail.com,M,FL,Miami,2024-06-17,No
434,First434,Last434,c434@mail.com,M,FL,Miami,2023-09-11,Yes
435,First435,Last435,c435@mail.com,M,NY,New York,2023-02-02,Yes
436,First436,Last436,c436@mail.com,M,CA,Los Angeles,2025-05-05,No
437,First437,Last437,c437@mail.com,M,FL,Miami,2022-05-02,Yes
438,First438,Last438,c438@mail.com,M,NY,New York,2024-05-14,No
439,First439,Last439,c439@mail.com,M,WA,Seattle,2023-08-04,No
440,First440,Last440,c440@mail.com,M,FL,Miami,2023-04-09,No
441,First441,Last441,c441@mail.com,M,CA,Los Angeles,2024-12-24,Yes
442,First442,Last442,c442@mail.com,F,NY,New York,2023-07-23,Yes
443,First443,Last443,c443@mail.com,F,CA,Los Angeles,2023-04-13,No
444,First444,Last444,c444@mail.com,M,NY,New York,2022-06-16,Yes
445,First445,Last445,c445@mail.com,F,NY,New York,2023-05-28,No
446,First446,Last446,c446@mail.com,M,FL,Miami,2022-12-25,No
447,First447,Last447,c447@mail.com,F,CA,Los Angeles,2022-04-03,Yes
448,First448,Last448,c448@mail.com,M,TX,Dallas,2023-09-24,No
449,First449,Last449,c449@mail.com,F,NY,New York,2024-05-21,Yes
450,First450,Last450,c450@mail.com,M,TX,Dallas,2022-11-03,No
451,First451,Last451,c451@mail.com,M,NY,New York,2025-11-19,Yes
452,First452,Last452,c452@mail.com,M,NY,New York,2025-05-31,No
453,First453,Last453,c453@mail.com,M,CA,Los Angeles,2024-10-12,No
454,First454,Last454,c454@mail.com,M,NY,New York,2026-01-06,No
455,First455,Last455,c455@mail.com,M,FL,Miami,2024-09-18,Yes
456,First456,Last456,c456@mail.com,M,NY,New York,2025-12-03,No
457,First457,Last457,c457@mail.com,F,CA,Los Angeles,2025-04-12,Yes
458,First458,Last458,c458@mail.com,F,FL,Miami,2025-04-26,Yes
459,First459,Last459,c459@mail.com,F,WA,Seattle,2025-08-20,No
460,First460,Last460,c460@mail.com,F,FL,Miami,2022-08-15,Yes
461,First461,Last461,c461@mail.com,M,NY,New York,2022-07-14,No
462,First462,Last462,c462@mail.com,M,FL,Miami,2025-01-11,No
463,First463,Last463,c463@mail.com,M,NY,New York,2024-10-11,No
464,First464,Last464,c464@mail.com,F,TX,Dallas,2026-05-11,Yes
465,First465,Last465,c465@mail.com,F,CA,Los Angeles,2022-12-18,Yes
466,First466,Last466,c466@mail.com,F,CA,Los Angeles,2024-06-05,Yes
467,First467,Last467,c467@mail.com,F,TX,Dallas,2023-09-12,No
468,First468,Last468,c468@mail.com,M,FL,Miami,2023-08-25,Yes
469,First469,Last469,c469@mail.com,M,FL,Miami,2023-10-14,No
470,First470,Last470,c470@mail.com,F,TX,Dallas,2023-08-31,Yes
471,First471,Last471,c471@mail.com,F,TX,Dallas,2022-08-05,Yes
472,First472,Last472,c472@mail.com,M,TX,Dallas,2023-05-25,No
473,First473,Last473,c473@mail.com,F,NY,New York,2025-04-09,Yes
474,First474,Last474,c474@mail.com,M,NY,New York,2023-06-07,No
475,First475,Last475,c475@mail.com,F,TX,Dallas,2023-11-03,Yes
476,First476,Last476,c476@mail.com,F,FL,Miami,2022-04-04,No
477,First477,Last477,c477@mail.com,F,CA,Los Angeles,2023-10-01,Yes
478,First478,Last478,c478@mail.com,F,TX,Dallas,2022-07-29,No
479,First479,Last479,c479@mail.com,F,WA,Seattle,2025-11-09,No
480,First480,Last480,c480@mail.com,M,CA,Los Angeles,2022-05-25,Yes
481,First481,Last481,c481@mail.com,F,TX,Dallas,2022-06-11,No
482,First482,Last482,c482@mail.com,F,FL,Miami,2025-01-23,Yes
483,First483,Last483,c483@mail.com,M,WA,Seattle,2022-02-10,No
484,First484,Last484,c484@mail.com,M,TX,Dallas,2025-10-01,No
485,First485,Last485,c485@mail.com,M,CA,Los Angeles,2023-06-24,No
486,First486,Last486,c486@mail.com,M,TX,Dallas,2024-07-04,Yes
487,First487,Last487,c487@mail.com,M,CA,Los Angeles,2022-12-16,Yes
488,First488,Last488,c488@mail.com,M,TX,Dallas,2022-11-05,No
489,First489,Last489,c489@mail.com,M,TX,Dallas,2025-10-30,Yes
490,First490,Last490,c490@mail.com,F,NY,New York,2025-07-10,Yes
491,First491,Last491,c491@mail.com,M,NY,New York,2026-02-05,No
492,First492,Last492,c492@mail.com,M,WA,Seattle,2025-10-15,Yes
493,First493,Last493,c493@mail.com,M,WA,Seattle,2024-09-25,Yes
494,First494,Last494,c494@mail.com,F,NY,New York,2025-09-16,No
495,First495,Last495,c495@mail.com,M,NY,New York,2024-01-25,No
496,First496,Last496,c496@mail.com,F,WA,Seattle,2024-03-13,No
497,First497,Last497,c497@mail.com,F,CA,Los Angeles,2024-04-11,No
498,First498,Last498,c498@mail.com,F,TX,Dallas,2024-02-22,No
499,First499,Last499,c499@mail.com,M,WA,Seattle,2026-03-24,Yes
500,First500,Last500,c500@mail.com,M,NY,New York,2025-01-28,Yes
501,First501,Last501,c501@mail.com,F,NY,New York,2024-05-26,No
502,First502,Last502,c502@mail.com,M,CA,Los Angeles,2024-04-03,No
503,First503,Last503,c503@mail.com,F,CA,Los Angeles,2022-02-01,Yes
504,First504,Last504,c504@mail.com,M,WA,Seattle,2022-05-05,Yes
505,First505,Last505,c505@mail.com,M,WA,Seattle,2024-07-17,No
506,First506,Last506,c506@mail.com,M,NY,New York,2024-01-15,No
507,First507,Last507,c507@mail.com,M,TX,Dallas,2025-06-08,No
508,First508,Last508,c508@mail.com,F,CA,Los Angeles,2026-01-21,No
509,First509,Last509,c509@mail.com,M,CA,Los Angeles,2025-05-23,No
510,First510,Last510,c510@mail.com,M,TX,Dallas,2023-09-19,No
511,First511,Last511,c511@mail.com,F,WA,Seattle,2025-11-28,No
512,First512,Last512,c512@mail.com,F,NY,New York,2023-04-17,Yes
513,First513,Last513,c513@mail.com,F,FL,Miami,2022-02-05,No
514,First514,Last514,c514@mail.com,F,TX,Dallas,2026-02-28,No
515,First515,Last515,c515@mail.com,M,FL,Miami,2024-01-20,No
516,First516,Last516,c516@mail.com,M,WA,Seattle,2022-09-08,Yes
517,First517,Last517,c517@mail.com,M,TX,Dallas,2025-06-09,Yes
518,First518,Last518,c518@mail.com,F,CA,Los Angeles,2025-10-04,Yes
519,First519,Last519,c519@mail.com,M,NY,New York,2026-04-27,No
520,First520,Last520,c520@mail.com,M,NY,New York,2024-02-24,Yes
521,First521,Last521,c521@mail.com,M,CA,Los Angeles,2023-05-13,Yes
522,First522,Last522,c522@mail.com,M,FL,Miami,2022-01-10,No
523,First523,Last523,c523@mail.com,F,CA,Los Angeles,2025-11-08,No
524,First524,Last524,c524@mail.com,M,NY,New York,2025-06-05,No
525,First525,Last525,c525@mail.com,F,TX,Dallas,2023-05-27,No
526,First526,Last526,c526@mail.com,M,NY,New York,2022-05-17,No
527,First527,Last527,c527@mail.com,M,NY,New York,2024-07-30,No
528,First528,Last528,c528@mail.com,M,WA,Seattle,2023-04-16,No
529,First529,Last529,c529@mail.com,F,WA,Seattle,2026-05-07,Yes
530,First530,Last530,c530@mail.com,M,NY,New York,2025-06-08,Yes
531,First531,Last531,c531@mail.com,M,FL,Miami,2024-07-16,No
532,First532,Last532,c532@mail.com,F,TX,Dallas,2025-07-18,Yes
533,First533,Last533,c533@mail.com,M,CA,Los Angeles,2024-08-04,No
534,First534,Last534,c534@mail.com,M,NY,New York,2022-04-26,Yes
535,First535,Last535,c535@mail.com,M,NY,New York,2024-05-15,No
536,First536,Last536,c536@mail.com,F,TX,Dallas,2025-09-10,Yes
537,First537,Last537,c537@mail.com,F,WA,Seattle,2025-02-26,No
538,First538,Last538,c538@mail.com,F,WA,Seattle,2023-09-15,No
539,First539,Last539,c539@mail.com,M,TX,Dallas,2022-04-01,Yes
540,First540,Last540,c540@mail.com,M,TX,Dallas,2022-04-18,Yes
541,First541,Last541,c541@mail.com,M,WA,Seattle,2025-02-07,Yes
542,First542,Last542,c542@mail.com,M,TX,Dallas,2025-10-11,No
543,First543,Last543,c543@mail.com,F,FL,Miami,2025-01-31,No
544,First544,Last544,c544@mail.com,M,FL,Miami,2023-09-02,No
545,First545,Last545,c545@mail.com,M,WA,Seattle,2026-01-15,No
546,First546,Last546,c546@mail.com,F,CA,Los Angeles,2024-03-07,No
547,First547,Last547,c547@mail.com,F,TX,Dallas,2026-02-05,No
548,First548,Last548,c548@mail.com,F,FL,Miami,2023-08-29,No
549,First549,Last549,c549@mail.com,M,FL,Miami,2022-09-09,No
550,First550,Last550,c550@mail.com,M,TX,Dallas,2025-01-05,No
551,First551,Last551,c551@mail.com,M,FL,Miami,2024-02-12,No
552,First552,Last552,c552@mail.com,F,NY,New York,2022-08-24,Yes
553,First553,Last553,c553@mail.com,M,CA,Los Angeles,2024-10-31,No
554,First554,Last554,c554@mail.com,F,WA,Seattle,2026-02-09,No
555,First555,Last555,c555@mail.com,M,WA,Seattle,2023-10-27,No
556,First556,Last556,c556@mail.com,F,CA,Los Angeles,2026-05-16,No
557,First557,Last557,c557@mail.com,M,CA,Los Angeles,2023-03-03,No
558,First558,Last558,c558@mail.com,M,FL,Miami,2023-10-04,No
559,First559,Last559,c559@mail.com,F,FL,Miami,2024-04-21,No
560,First560,Last560,c560@mail.com,F,NY,New York,2024-11-04,Yes
561,First561,Last561,c561@mail.com,M,CA,Los Angeles,2024-03-06,Yes
562,First562,Last562,c562@mail.com,F,CA,Los Angeles,2026-01-10,Yes
563,First563,Last563,c563@mail.com,M,TX,Dallas,2022-06-17,No
564,First564,Last564,c564@mail.com,F,CA,Los Angeles,2025-11-13,No
565,First565,Last565,c565@mail.com,F,CA,Los Angeles,2023-01-02,Yes
566,First566,Last566,c566@mail.com,M,WA,Seattle,2023-11-26,Yes
567,First567,Last567,c567@mail.com,F,FL,Miami,2022-05-31,Yes
568,First568,Last568,c568@mail.com,F,WA,Seattle,2022-03-13,No
569,First569,Last569,c569@mail.com,M,WA,Seattle,2023-11-01,No
570,First570,Last570,c570@mail.com,M,TX,Dallas,2022-06-25,No
571,First571,Last571,c571@mail.com,M,FL,Miami,2024-11-23,No
572,First572,Last572,c572@mail.com,M,WA,Seattle,2024-11-10,Yes
573,First573,Last573,c573@mail.com,F,WA,Seattle,2025-11-09,Yes
574,First574,Last574,c574@mail.com,M,CA,Los Angeles,2026-02-16,Yes
575,First575,Last575,c575@mail.com,M,TX,Dallas,2023-01-27,No
576,First576,Last576,c576@mail.com,M,CA,Los Angeles,2022-01-22,Yes
577,First577,Last577,c577@mail.com,M,WA,Seattle,2026-02-27,No
578,First578,Last578,c578@mail.com,M,NY,New York,2026-05-16,Yes
579,First579,Last579,c579@mail.com,F,FL,Miami,2024-08-03,Yes
580,First580,Last580,c580@mail.com,M,TX,Dallas,2023-07-22,No
581,First581,Last581,c581@mail.com,M,NY,New York,2022-12-28,Yes
582,First582,Last582,c582@mail.com,F,FL,Miami,2022-03-31,No
583,First583,Last583,c583@mail.com,M,NY,New York,2023-01-03,No
584,First584,Last584,c584@mail.com,M,FL,Miami,2023-02-10,No
585,First585,Last585,c585@mail.com,M,CA,Los Angeles,2022-10-31,No
586,First586,Last586,c586@mail.com,F,CA,Los Angeles,2023-02-06,Yes
587,First587,Last587,c587@mail.com,F,CA,Los Angeles,2025-10-14,Yes
588,First588,Last588,c588@mail.com,F,TX,Dallas,2024-05-09,Yes
589,First589,Last589,c589@mail.com,F,TX,Dallas,2022-10-28,Yes
590,First590,Last590,c590@mail.com,F,FL,Miami,2024-03-14,No
591,First591,Last591,c591@mail.com,F,NY,New York,2025-08-15,No
592,First592,Last592,c592@mail.com,F,WA,Seattle,2023-10-23,Yes
593,First593,Last593,c593@mail.com,F,TX,Dallas,2024-08-05,Yes
594,First594,Last594,c594@mail.com,M,TX,Dallas,2024-06-17,Yes
595,First595,Last595,c595@mail.com,F,WA,Seattle,2024-09-05,No
596,First596,Last596,c596@mail.com,F,NY,New York,2024-09-01,No
597,First597,Last597,c597@mail.com,M,NY,New York,2022-12-03,Yes
598,First598,Last598,c598@mail.com,M,TX,Dallas,2025-07-19,Yes
599,First599,Last599,c599@mail.com,M,WA,Seattle,2023-03-30,Yes
600,First600,Last600,c600@mail.com,M,NY,New York,2026-01-05,No
601,First601,Last601,c601@mail.com,F,FL,Miami,2023-03-13,No
602,First602,Last602,c602@mail.com,M,TX,Dallas,2023-10-05,No
603,First603,Last603,c603@mail.com,M,WA,Seattle,2022-12-27,No
604,First604,Last604,c604@mail.com,M,TX,Dallas,2026-04-19,No
605,First605,Last605,c605@mail.com,M,NY,New York,2022-12-26,Yes
606,First606,Last606,c606@mail.com,M,WA,Seattle,2024-08-11,Yes
607,First607,Last607,c607@mail.com,M,TX,Dallas,2024-04-30,Yes
608,First608,Last608,c608@mail.com,F,TX,Dallas,2025-11-28,No
609,First609,Last609,c609@mail.com,F,NY,New York,2023-02-18,No
610,First610,Last610,c610@mail.com,F,CA,Los Angeles,2024-09-06,No
611,First611,Last611,c611@mail.com,F,TX,Dallas,2025-12-05,No
612,First612,Last612,c612@mail.com,M,FL,Miami,2026-03-31,No
613,First613,Last613,c613@mail.com,M,WA,Seattle,2024-03-29,Yes
614,First614,Last614,c614@mail.com,M,CA,Los Angeles,2023-04-23,No
615,First615,Last615,c615@mail.com,M,FL,Miami,2024-06-28,No
616,First616,Last616,c616@mail.com,M,WA,Seattle,2024-11-14,Yes
617,First617,Last617,c617@mail.com,M,NY,New York,2026-01-07,Yes
618,First618,Last618,c618@mail.com,F,WA,Seattle,2026-03-12,Yes
619,First619,Last619,c619@mail.com,M,FL,Miami,2023-07-15,Yes
620,First620,Last620,c620@mail.com,M,FL,Miami,2022-08-25,No
621,First621,Last621,c621@mail.com,F,FL,Miami,2023-05-09,No
622,First622,Last622,c622@mail.com,F,TX,Dallas,2025-10-18,No
623,First623,Last623,c623@mail.com,M,TX,Dallas,2024-10-26,Yes
624,First624,Last624,c624@mail.com,M,CA,Los Angeles,2026-04-03,Yes
625,First625,Last625,c625@mail.com,M,TX,Dallas,2024-06-25,Yes
626,First626,Last626,c626@mail.com,M,CA,Los Angeles,2022-08-03,Yes
627,First627,Last627,c627@mail.com,F,FL,Miami,2025-01-10,No
628,First628,Last628,c628@mail.com,M,WA,Seattle,2025-05-23,Yes
629,First629,Last629,c629@mail.com,M,TX,Dallas,2024-07-23,No
630,First630,Last630,c630@mail.com,M,FL,Miami,2025-06-30,Yes
631,First631,Last631,c631@mail.com,F,CA,Los Angeles,2025-05-28,Yes
632,First632,Last632,c632@mail.com,M,FL,Miami,2023-08-04,No
633,First633,Last633,c633@mail.com,F,TX,Dallas,2025-07-21,No
634,First634,Last634,c634@mail.com,F,TX,Dallas,2022-07-27,No
635,First635,Last635,c635@mail.com,F,NY,New York,2024-09-09,No
636,First636,Last636,c636@mail.com,F,WA,Seattle,2022-12-04,Yes
637,First637,Last637,c637@mail.com,M,CA,Los Angeles,2022-01-09,Yes
638,First638,Last638,c638@mail.com,F,NY,New York,2023-08-03,Yes
639,First639,Last639,c639@mail.com,F,NY,New York,2022-08-03,No
640,First640,Last640,c640@mail.com,M,WA,Seattle,2026-04-12,No
641,First641,Last641,c641@mail.com,F,TX,Dallas,2024-02-23,No
642,First642,Last642,c642@mail.com,M,TX,Dallas,2025-03-10,Yes
643,First643,Last643,c643@mail.com,F,TX,Dallas,2025-09-24,No
644,First644,Last644,c644@mail.com,M,CA,Los Angeles,2024-09-20,No
645,First645,Last645,c645@mail.com,F,TX,Dallas,2024-01-27,No
646,First646,Last646,c646@mail.com,M,FL,Miami,2024-10-31,No
647,First647,Last647,c647@mail.com,F,TX,Dallas,2025-08-10,Yes
648,First648,Last648,c648@mail.com,F,WA,Seattle,2026-03-09,No
649,First649,Last649,c649@mail.com,F,TX,Dallas,2024-09-25,Yes
650,First650,Last650,c650@mail.com,M,TX,Dallas,2023-07-12,No
651,First651,Last651,c651@mail.com,F,WA,Seattle,2024-12-05,No
652,First652,Last652,c652@mail.com,F,CA,Los Angeles,2023-08-05,No
653,First653,Last653,c653@mail.com,F,TX,Dallas,2023-06-20,Yes
654,First654,Last654,c654@mail.com,F,NY,New York,2023-10-16,Yes
655,First655,Last655,c655@mail.com,F,NY,New York,2025-10-14,Yes
656,First656,Last656,c656@mail.com,M,CA,Los Angeles,2023-03-15,No
657,First657,Last657,c657@mail.com,M,NY,New York,2022-12-01,Yes
658,First658,Last658,c658@mail.com,M,CA,Los Angeles,2022-11-29,No
659,First659,Last659,c659@mail.com,M,WA,Seattle,2022-10-16,No
660,First660,Last660,c660@mail.com,M,FL,Miami,2022-04-09,No
661,First661,Last661,c661@mail.com,M,NY,New York,2022-06-28,No
662,First662,Last662,c662@mail.com,M,TX,Dallas,2024-12-25,No
663,First663,Last663,c663@mail.com,F,FL,Miami,2024-04-08,Yes
664,First664,Last664,c664@mail.com,F,CA,Los Angeles,2025-09-14,No
665,First665,Last665,c665@mail.com,M,FL,Miami,2024-11-25,No
666,First666,Last666,c666@mail.com,F,FL,Miami,2024-08-22,No
667,First667,Last667,c667@mail.com,F,WA,Seattle,2024-05-05,No
668,First668,Last668,c668@mail.com,M,TX,Dallas,2026-02-03,Yes
669,First669,Last669,c669@mail.com,F,CA,Los Angeles,2024-08-31,Yes
670,First670,Last670,c670@mail.com,F,FL,Miami,2024-04-18,No
671,First671,Last671,c671@mail.com,F,WA,Seattle,2024-04-08,Yes
672,First672,Last672,c672@mail.com,F,NY,New York,2024-05-15,No
673,First673,Last673,c673@mail.com,M,TX,Dallas,2022-07-23,No
674,First674,Last674,c674@mail.com,F,CA,Los Angeles,2025-11-04,Yes
675,First675,Last675,c675@mail.com,M,CA,Los Angeles,2025-05-20,Yes
676,First676,Last676,c676@mail.com,M,TX,Dallas,2025-03-04,No
677,First677,Last677,c677@mail.com,F,CA,Los Angeles,2024-11-28,No
678,First678,Last678,c678@mail.com,M,FL,Miami,2023-05-24,Yes
679,First679,Last679,c679@mail.com,F,TX,Dallas,2022-05-29,Yes
680,First680,Last680,c680@mail.com,F,CA,Los Angeles,2023-04-18,No
681,First681,Last681,c681@mail.com,F,NY,New York,2023-03-08,No
682,First682,Last682,c682@mail.com,M,WA,Seattle,2023-04-30,Yes
683,First683,Last683,c683@mail.com,F,FL,Miami,2023-01-26,No
684,First684,Last684,c684@mail.com,M,WA,Seattle,2024-01-19,Yes
685,First685,Last685,c685@mail.com,F,CA,Los Angeles,2024-08-16,Yes
686,First686,Last686,c686@mail.com,M,TX,Dallas,2022-12-29,Yes
687,First687,Last687,c687@mail.com,M,FL,Miami,2022-12-17,Yes
688,First688,Last688,c688@mail.com,M,WA,Seattle,2025-12-12,No
689,First689,Last689,c689@mail.com,F,FL,Miami,2022-07-14,No
690,First690,Last690,c690@mail.com,M,FL,Miami,2026-03-29,No
691,First691,Last691,c691@mail.com,F,NY,New York,2023-11-27,Yes
692,First692,Last692,c692@mail.com,M,TX,Dallas,2023-03-12,No
693,First693,Last693,c693@mail.com,M,FL,Miami,2023-02-17,No
694,First694,Last694,c694@mail.com,M,NY,New York,2025-08-12,No
695,First695,Last695,c695@mail.com,F,NY,New York,2026-01-12,Yes
696,First696,Last696,c696@mail.com,M,TX,Dallas,2023-05-23,Yes
697,First697,Last697,c697@mail.com,F,WA,Seattle,2026-03-25,Yes
698,First698,Last698,c698@mail.com,M,NY,New York,2022-04-22,Yes
699,First699,Last699,c699@mail.com,M,NY,New York,2022-07-16,No
700,First700,Last700,c700@mail.com,F,WA,Seattle,2022-11-25,No
701,First701,Last701,c701@mail.com,F,CA,Los Angeles,2023-07-24,No
702,First702,Last702,c702@mail.com,F,CA,Los Angeles,2022-05-12,No
703,First703,Last703,c703@mail.com,M,TX,Dallas,2022-04-16,Yes
704,First704,Last704,c704@mail.com,F,WA,Seattle,2024-08-14,Yes
705,First705,Last705,c705@mail.com,F,TX,Dallas,2026-02-01,No
706,First706,Last706,c706@mail.com,F,TX,Dallas,2022-05-09,Yes
707,First707,Last707,c707@mail.com,F,WA,Seattle,2025-05-31,Yes
708,First708,Last708,c708@mail.com,M,WA,Seattle,2022-05-17,Yes
709,First709,Last709,c709@mail.com,F,NY,New York,2023-12-21,Yes
710,First710,Last710,c710@mail.com,F,TX,Dallas,2022-10-12,No
711,First711,Last711,c711@mail.com,F,NY,New York,2022-10-05,Yes
712,First712,Last712,c712@mail.com,M,FL,Miami,2023-10-18,Yes
713,First713,Last713,c713@mail.com,F,TX,Dallas,2025-06-24,Yes
714,First714,Last714,c714@mail.com,F,TX,Dallas,2024-02-03,No
715,First715,Last715,c715@mail.com,M,FL,Miami,2024-03-02,Yes
716,First716,Last716,c716@mail.com,F,TX,Dallas,2023-03-09,No
717,First717,Last717,c717@mail.com,F,TX,Dallas,2026-01-02,No
718,First718,Last718,c718@mail.com,F,WA,Seattle,2025-03-21,Yes
719,First719,Last719,c719@mail.com,F,TX,Dallas,2023-01-10,Yes
720,First720,Last720,c720@mail.com,M,WA,Seattle,2024-05-29,No
721,First721,Last721,c721@mail.com,F,CA,Los Angeles,2024-05-20,No
722,First722,Last722,c722@mail.com,M,TX,Dallas,2022-12-31,Yes
723,First723,Last723,c723@mail.com,M,TX,Dallas,2023-10-04,Yes
724,First724,Last724,c724@mail.com,F,FL,Miami,2025-11-25,No
725,First725,Last725,c725@mail.com,F,NY,New York,2025-04-24,Yes
726,First726,Last726,c726@mail.com,M,TX,Dallas,2024-09-13,Yes
727,First727,Last727,c727@mail.com,M,CA,Los Angeles,2022-02-20,No
728,First728,Last728,c728@mail.com,M,NY,New York,2023-07-14,Yes
729,First729,Last729,c729@mail.com,M,FL,Miami,2022-08-27,Yes
730,First730,Last730,c730@mail.com,F,TX,Dallas,2025-09-15,No
731,First731,Last731,c731@mail.com,M,CA,Los Angeles,2026-02-23,No
732,First732,Last732,c732@mail.com,M,NY,New York,2022-03-16,No
733,First733,Last733,c733@mail.com,F,WA,Seattle,2024-06-06,No
734,First734,Last734,c734@mail.com,F,CA,Los Angeles,2026-05-06,No
735,First735,Last735,c735@mail.com,F,TX,Dallas,2023-06-22,No
736,First736,Last736,c736@mail.com,F,TX,Dallas,2025-10-15,No
737,First737,Last737,c737@mail.com,M,TX,Dallas,2024-08-30,No
738,First738,Last738,c738@mail.com,F,TX,Dallas,2023-01-18,No
739,First739,Last739,c739@mail.com,F,CA,Los Angeles,2025-03-13,No
740,First740,Last740,c740@mail.com,M,FL,Miami,2025-06-18,No
741,First741,Last741,c741@mail.com,F,NY,New York,2023-09-16,Yes
742,First742,Last742,c742@mail.com,F,FL,Miami,2023-06-02,Yes
743,First743,Last743,c743@mail.com,M,FL,Miami,2023-02-08,Yes
744,First744,Last744,c744@mail.com,M,WA,Seattle,2022-01-22,Yes
745,First745,Last745,c745@mail.com,F,FL,Miami,2025-09-05,No
746,First746,Last746,c746@mail.com,F,WA,Seattle,2024-11-18,Yes
747,First747,Last747,c747@mail.com,M,NY,New York,2023-08-11,Yes
748,First748,Last748,c748@mail.com,M,TX,Dallas,2022-11-23,No
749,First749,Last749,c749@mail.com,F,WA,Seattle,2024-02-10,No
750,First750,Last750,c750@mail.com,M,FL,Miami,2025-11-11,No
751,First751,Last751,c751@mail.com,M,NY,New York,2022-01-17,Yes
752,First752,Last752,c752@mail.com,M,NY,New York,2023-01-30,No
753,First753,Last753,c753@mail.com,M,NY,New York,2024-07-27,No
754,First754,Last754,c754@mail.com,F,NY,New York,2023-11-02,No
755,First755,Last755,c755@mail.com,M,FL,Miami,2023-03-10,No
756,First756,Last756,c756@mail.com,M,CA,Los Angeles,2025-06-05,Yes
757,First757,Last757,c757@mail.com,F,NY,New York,2024-07-13,Yes
758,First758,Last758,c758@mail.com,M,FL,Miami,2023-03-22,No
759,First759,Last759,c759@mail.com,F,NY,New York,2025-09-18,No
760,First760,Last760,c760@mail.com,F,FL,Miami,2023-05-02,Yes
